Movie Name,IMDB Rating,Rotten Tomatoes Users,Rotten Tomatoes Critics,Metacritic Users,Metacritic Critics
Something Borrowed,5.8,4.8,1.5,5.1,3.6
Rambo III,5.8,4.5,4.1,6.1,3.6
Revenge of the Green Dragons,5.3,3.0,1.5,6.7,3.6
No Such Thing,6.0,5.9,3.1,7.5,3.6
Stolen Summer,6.5,6.6,3.6,5.8,3.6
Johnny Mnemonic,5.6,3.1,1.8,4.9,3.6
License to Drive,6.3,6.1,2.4,6.7,3.6
Saw IV,5.9,6.2,1.8,6.1,3.6
Perfect,4.7,2.8,1.9,4.3,3.6
Can't Buy Me Love,6.8,7.4,5.0,8.0,3.6
Push,6.8,8.3,10.0,6.9,3.6
Kin,5.8,5.3,3.5,5.0,3.5
Love's Labour's Lost,6.8,4.0,5.0,6.6,3.5
Teaching Mrs. Tingle,5.3,3.1,1.9,1.1,3.5
Universal Soldier,6.1,4.6,3.4,7.4,3.5
Grudge Match,8.2,4.6,3.0,6.4,3.5
How to Lose Friends & Alienate People,6.4,4.2,3.6,6.7,3.5
Masters of the Universe,5.3,4.1,2.2,4.8,3.5
Indecent Proposal,6.0,4.7,3.4,8.0,3.5
Awake,6.5,5.4,2.3,3.3,3.5
My Blue Heaven,6.2,5.9,7.1,7.1,3.5
Stealth,7.4,3.9,1.2,5.7,3.5
Star Wars: The Clone Wars,6.6,4.0,1.8,5.6,3.5
Sphere,6.1,3.8,1.3,7.9,3.5
Venom,5.8,2.1,1.1,6.3,3.5
Dream House,7.0,3.6,0.7,8.4,3.5
Jumper,7.9,4.4,1.5,7.5,3.5
Salvation Boulevard,5.3,2.3,2.2,5.8,3.5
Drift,5.4,2.6,6.3,3.8,3.5
My Mother,7.1,6.0,8.4,6.1,3.5
Event Horizon,6.6,6.1,3.2,8.0,3.5
Van Helsing,6.1,5.7,2.4,6.3,3.5
St. Elmo's Fire,6.4,6.8,4.2,6.5,3.5
Identity Thief,5.7,5.3,1.9,5.0,3.5
Man of the House,6.0,3.3,1.4,6.0,3.5
Deal,6.2,3.8,0.3,5.8,3.5
31,5.1,3.5,4.7,6.4,3.5
Everly,5.1,2.9,2.8,6.4,3.5
Resident Evil: Apocalypse,6.1,6.0,1.9,6.8,3.5
Urban Legend,6.2,3.7,2.4,8.4,3.5
The Expendables 3,6.1,4.8,3.1,5.8,3.5
Turbo: A Power Rangers Movie,3.6,4.0,1.5,5.2,3.5
102 Dalmatians,4.8,3.2,3.1,5.1,3.5
What's Your Number?,6.0,4.4,2.3,5.6,3.5
Mirrors,4.4,4.4,1.4,7.5,3.5
Hitman,6.1,5.7,1.6,6.4,3.5
Primeval,8.2,3.2,1.9,5.2,3.5
Friday After Next,5.8,7.5,2.6,5.8,3.5
Loser,7.4,3.5,2.4,8.3,3.5
Super Mario Bros.,4.1,2.9,2.9,4.4,3.5
Ghost Rider,5.0,4.7,2.7,4.0,3.5
Kingsglaive: Final Fantasy XV,6.7,6.8,1.2,8.4,3.5
Yogi Bear,4.6,3.4,1.3,4.6,3.5
I Spy,6.1,3.3,1.5,3.5,3.5
Diablo,8.5,2.8,1.9,2.6,3.5
The Wedding Ringer,6.6,6.3,2.9,3.3,3.5
Don't Tell Mom the Babysitter's Dead,6.3,5.7,3.5,7.7,3.5
Diana,7.0,2.6,0.7,4.0,3.5
The Forest,3.9,2.2,1.0,6.7,3.4
Ghosts of Girlfriends Past,5.8,4.0,2.8,7.8,3.4
My Life in Ruins,5.9,4.4,1.0,7.1,3.4
The Dark Tower,6.0,4.4,1.5,4.5,3.4
The Last Witch Hunter,5.9,4.3,1.8,6.4,3.4
Sleepless,5.2,5.0,5.5,4.5,3.4
Dead or Alive: Final,5.6,4.0,4.2,4.9,3.4
15 Minutes,6.1,3.7,3.2,6.2,3.4
Major Payne,6.3,6.8,2.9,7.4,3.4
Street Fighter,4.0,2.0,1.1,2.9,3.4
Get Hard,6.0,4.5,2.8,4.3,3.4
Law Abiding Citizen,7.1,7.5,2.6,6.9,3.4
Demolition Man,6.7,6.6,6.2,8.1,3.4
Friday the 13th,6.4,6.0,6.3,6.6,3.4
Ghost Rider: Spirit of Vengeance,4.3,3.1,1.8,4.2,3.4
Year One,5.8,2.3,1.4,4.8,3.4
The Longest Week,5.4,2.1,1.0,5.0,3.4
Motherhood,8.0,1.6,2.0,7.3,3.4
Halloween 4: The Return of Michael Myers,5.8,5.3,3.3,7.9,3.4
Doom,5.3,3.4,1.8,5.6,3.4
Alice Through the Looking Glass,5.9,4.8,2.9,5.9,3.4
Jingle All the Way,5.7,3.9,1.9,7.3,3.4
Stolen,9.3,4.7,6.7,6.9,3.4
Amityville II: The Possession,5.6,3.6,2.4,5.6,3.4
Cheaper by the Dozen 2,5.5,5.7,0.6,4.5,3.4
Texas Chainsaw Massacre,4.7,2.5,3.1,4.4,3.4
Ninja Assassin,6.3,5.4,2.6,6.8,3.4
Siberia,6.4,1.2,6.2,,5.9
Kings,8.8,3.2,1.3,3.4,3.4
Valentine's Day,5.3,4.7,1.8,5.1,3.4
All About the Benjamins,5.8,7.7,3.1,6.6,3.4
The Girl,5.1,4.1,7.0,,5.4
Snow Day,5.1,2.7,2.9,8.0,3.4
Safe Haven,4.5,6.7,1.4,5.8,3.4
The Final Conflict,5.5,3.3,2.5,6.7,3.4
1941,5.8,4.8,4.0,6.2,3.4
Lake Placid,5.8,3.7,4.7,6.3,3.4
Undead,5.4,4.4,3.2,5.6,3.4
Eulogy,6.4,7.1,3.4,6.8,3.4
Town & Country,4.5,1.4,1.3,5.1,3.4
Elektra,7.9,2.9,1.1,4.5,3.4
Mr. Destiny,6.4,5.6,3.5,7.5,3.4
Vacation,7.1,4.5,2.7,6.4,3.4
My Best Friend's Girl,5.9,4.6,1.4,7.0,3.4
Jonah Hex,4.7,2.0,1.2,4.0,3.3
Raise Your Voice,5.8,7.1,1.5,6.1,3.3
Collateral Damage,5.5,2.7,1.9,7.3,3.3
Lara Croft: Tomb Raider,5.7,4.7,2.0,5.7,3.3
Equilibrium,7.3,8.1,4.0,8.3,3.3
Soul Man,5.3,3.4,1.3,7.0,3.3
Kidnapping Mr. Heineken,6.1,2.4,1.9,5.6,3.3
Grandma's Boy,7.0,7.3,8.0,7.2,3.3
Looking Glass,7.5,1.0,2.1,5.1,3.3
Chasing Papi,4.8,4.0,1.4,5.7,3.3
End of Days,5.8,3.2,1.1,8.1,3.3
Despite the Falling Snow,5.8,4.5,0.9,6.0,3.3
Blood and Chocolate,5.3,5.2,1.1,5.2,3.3
Bedtime Stories,8.0,5.5,2.7,5.2,3.3
Virginia,6.9,2.5,1.1,5.2,3.3
Welcome to Mooseport,5.3,1.9,1.3,3.5,3.3
My Favorite Martian,7.2,3.0,1.2,6.0,3.3
Class,6.0,5.0,2.9,7.5,3.3
Air America,5.8,3.4,1.3,6.9,3.3
Chill Factor,5.2,3.0,0.9,2.2,3.3
The Space Between Us,6.4,5.5,1.6,5.2,3.3
Let It Ride,6.8,7.6,2.7,8.0,3.3
RV,5.6,4.5,2.4,5.4,3.3
Superhero Movie,4.7,3.2,1.6,5.6,3.3
Uptown Girls,6.2,6.0,1.3,7.3,3.3
Impostor,6.1,4.1,2.4,7.6,3.3
Original Sin,4.8,6.1,1.2,7.5,3.3
Mindhunters,6.3,5.7,2.4,8.1,3.3
Resident Evil,6.6,6.7,3.5,7.2,3.3
Hanging Up,4.8,3.4,1.2,6.8,3.3
Trash Humpers,5.0,4.4,6.0,6.3,3.3
Elite Squad,8.0,8.7,5.1,8.4,3.3
Dear Wendy,6.5,6.6,3.6,6.9,3.3
After Earth,7.8,3.6,1.2,3.9,3.3
Big Momma's House,5.2,5.7,3.0,6.5,3.3
The Man,6.0,4.1,1.2,7.9,3.3
Haunt,6.4,10.0,6.9,4.9,3.3
The 5th Wave,5.2,3.8,1.7,5.3,3.3
Soul Plane,4.5,5.1,1.8,8.4,3.3
Confessions of a Teenage Drama Queen,4.7,3.5,1.4,6.2,3.3
54,5.9,3.6,1.5,2.2,3.3
Being Human,5.3,4.2,5.4,6.8,3.3
The Longest Ride,7.5,7.1,3.1,5.2,3.3
The Punisher,5.6,3.3,2.5,8.0,3.3
Detroit Rock City,6.8,8.2,4.9,7.9,3.3
200 Cigarettes,5.9,5.9,3.0,7.3,3.3
High School High,5.5,3.7,1.9,7.5,3.3
The Fan,6.6,3.5,3.7,1.5,3.2
The Ex,5.2,3.2,1.9,7.4,3.2
Spice World,3.6,4.5,3.5,3.5,3.2
Scouts Guide to the Zombie Apocalypse,6.3,4.8,4.4,7.7,3.2
Independence Day: Resurgence,6.8,3.0,2.9,4.5,3.2
G.I. Joe: The Rise of Cobra,5.7,5.0,3.3,5.3,3.2
Snipes,5.4,7.7,2.5,7.5,3.2
Warcraft,6.7,7.6,2.9,8.1,3.2
Addicted,6.8,5.1,0.7,2.4,3.2
Cats,7.3,5.3,1.9,5.2,3.2
Agent Cody Banks 2: Destination London,4.5,3.1,1.4,4.5,3.2
Beyond Borders,6.4,7.2,1.4,5.7,3.2
Careful What You Wish For,6.0,6.1,1.7,3.2,3.2
Land of the Lost,7.1,3.2,2.6,5.1,3.2
Swordfish,6.5,5.9,2.5,7.4,3.2
Plastic,7.3,3.3,1.4,3.8,3.2
"Game Over, Man!",5.4,4.7,1.8,5.0,3.2
Untraceable,6.2,5.2,1.6,5.8,3.2
Showtime,5.6,2.5,2.5,3.9,3.2
Black Knight,4.9,3.4,1.5,8.3,3.2
Unfinished Business,6.4,2.6,1.0,4.2,3.2
Repo Men,7.4,4.1,2.1,6.0,3.2
Boogeyman,4.2,2.1,1.3,6.1,3.2
Dying of the Light,4.5,1.5,1.1,3.1,3.1
The Blue Lagoon,6.4,5.4,0.8,6.7,3.1
Silent Hill,9.0,6.3,3.1,8.0,3.1
Cursed,4.4,3.0,1.5,8.3,3.1
Your Highness,7.9,3.4,2.7,5.0,3.1
House of 1000 Corpses,6.0,6.5,2.0,4.7,3.1
Countdown,5.9,7.2,2.6,6.2,3.1
They,5.8,3.8,6.7,7.6,3.1
This Means War,8.6,5.6,2.5,6.1,3.1
That's My Boy,5.5,5.1,2.0,5.0,3.1
Pootie Tang,5.3,6.3,2.7,8.1,3.1
Antitrust,6.1,5.0,2.4,8.3,3.1
Gossip,5.9,4.7,2.9,1.1,3.1
New Rose Hotel,5.1,3.8,1.9,7.1,3.1
High School,6.5,4.8,2.8,6.8,3.1
Hit by Lightning,5.1,1.9,1.1,4.5,3.1
Envy,4.6,2.7,0.8,2.1,3.1
Very Bad Things,6.3,5.8,4.1,1.6,3.1
Monster-in-Law,5.5,5.5,1.8,8.7,3.1
Life or Something Like It,5.8,4.4,2.7,4.4,3.1
First Daughter,6.9,4.2,0.8,6.3,3.1
Creature,4.4,1.7,1.0,4.3,3.1
Blended,6.5,6.4,1.5,5.8,3.1
National Security,5.6,4.5,1.1,4.7,3.1
Hot Pursuit,7.0,3.5,0.8,4.1,3.1
Cop Out,6.0,3.9,1.8,4.9,3.1
House at the End of the Street,5.5,4.1,1.2,5.2,3.1
Get a Job,4.4,2.1,0.9,5.0,3.1
Seventh Son,5.5,3.4,1.2,4.1,3.0
The Cave,6.6,8.1,9.7,7.4,3.0
Alex Cross,5.2,4.7,1.1,4.9,3.0
Playing It Cool,5.9,3.3,1.4,6.5,3.0
Punisher: War Zone,5.9,4.2,2.9,6.0,3.0
My Way,6.9,6.5,8.3,7.9,3.0
Badland,6.1,5.4,1.6,3.0,3.0
The Spirit,5.3,2.5,1.4,7.4,3.0
Saw VI,6.0,4.5,3.9,6.3,3.0
Bulletproof,4.9,4.4,0.8,6.1,3.0
Feeling Minnesota,5.4,2.7,1.4,4.4,3.0
Gods and Generals,6.2,6.4,0.8,5.3,3.0
Kill Me Three Times,5.8,3.0,1.6,4.8,3.0
Little Boy,6.6,7.8,2.5,6.4,3.0
The Boy Next Door,7.2,3.3,1.2,7.8,3.0
Queen of the Damned,5.2,6.6,1.7,7.6,3.0
Exorcist: The Beginning,5.1,2.7,1.0,4.9,3.0
John Q,7.1,7.8,2.5,6.6,3.0
Empire Records,6.7,8.3,3.1,6.5,3.0
Grown Ups,6.3,6.2,1.1,5.1,3.0
Stonewall,7.1,8.4,0.9,3.6,3.0
The House,6.4,3.5,2.0,4.5,3.0
The Butterfly Effect,5.6,8.1,3.4,8.5,3.0
Grind,5.4,7.9,0.8,8.2,3.0
Deuce Bigalow: Male Gigolo,5.7,4.2,2.2,7.7,3.0
"I, Frankenstein",5.1,3.8,0.5,4.4,3.0
Knockaround Guys,6.1,5.1,2.1,1.4,3.0
Never Again,6.2,6.4,3.1,3.0,3.0
After,7.3,6.5,0.8,4.5,3.0
Nature Calls,7.9,1.7,0.5,4.1,3.0
Body of Evidence,5.3,2.3,0.8,8.1,2.9
Without a Paddle,5.8,6.8,1.4,8.1,2.9
Premonition,4.6,5.0,0.8,4.0,2.9
Texas Rangers,5.2,2.9,0.2,6.2,2.9
Domestic Disturbance,5.6,3.7,2.3,8.5,2.9
13,5.8,3.4,0.7,5.0,2.9
New in Town,5.7,3.7,2.8,5.4,2.9
Eye of the Beholder,5.0,3.2,0.9,1.8,2.9
Undiscovered,4.2,4.8,0.8,4.5,2.9
Hot Tub Time Machine 2,5.0,2.6,1.4,3.5,2.9
Swimfan,5.1,3.2,1.5,2.4,2.9
How High,6.2,7.9,2.6,4.8,2.9
Boys and Girls,6.4,5.0,1.1,6.9,2.9
Somewhere in Time,7.2,8.8,5.2,8.1,2.9
Drive Hard,5.7,1.3,0.8,3.4,2.9
The Quiet,6.1,5.1,2.1,8.3,2.9
Ratchet & Clank,8.4,4.2,2.1,6.5,2.9
Scary Movie 2,5.3,5.2,1.4,5.8,2.9
Fool's Gold,3.7,4.8,1.1,4.6,2.9
Red Riding Hood,6.2,3.9,1.0,4.5,2.9
Rock the Kasbah,7.1,2.9,0.7,4.1,2.9
Bright,7.8,8.3,2.6,7.1,2.9
Hector and the Search for Happiness,6.9,6.1,3.8,8.4,2.9
Just My Luck,4.4,4.8,1.4,6.4,2.9
Snow Dogs,5.2,4.0,2.5,6.4,2.9
You Again,5.7,4.3,1.9,5.5,2.8
I Am Sam,7.6,8.6,3.6,7.4,2.8
Even Cowgirls Get the Blues,4.3,2.8,1.8,7.0,2.8
Inside Out,5.7,2.2,2.5,4.7,2.8
Timeline,5.6,4.5,1.3,5.0,2.8
47 Ronin,6.4,4.8,1.6,6.2,2.8
London Has Fallen,5.9,5.0,2.7,5.3,2.8
Revenge of the Nerds II: Nerds in Paradise,5.1,3.4,0.7,6.0,2.8
Just Married,6.7,4.7,2.0,5.8,2.8
Batman & Robin,3.8,1.6,1.2,5.8,2.8
Blood: The Last Vampire,6.6,3.3,2.5,6.2,2.8
A Merry Friggin' Christmas,5.1,2.1,1.4,5.8,2.8
CHIPS,6.0,4.5,1.9,5.0,2.8
Winchester,5.4,3.2,1.3,4.4,2.8
Pandorum,6.7,4.9,3.0,6.6,2.8
Cool World,4.8,3.1,0.4,5.7,2.8
Drop Dead Gorgeous,5.2,7.5,4.7,4.7,2.8
House on Haunted Hill,6.8,4.2,3.1,4.6,2.8
Season of the Witch,7.2,3.0,7.0,5.1,2.8
Survivor,4.3,3.2,0.8,4.1,2.8
Rage,6.3,4.0,3.8,2.3,2.8
Gentlemen Broncos,6.1,4.4,2.0,5.8,2.8
Pixels,7.5,4.6,1.8,5.1,2.7
Pokémon Heroes,6.0,6.0,1.7,7.6,2.7
Head Over Heels,6.2,5.6,1.0,4.6,2.7
Last Knights,6.2,4.6,1.6,7.1,2.7
Sweet November,6.8,7.6,1.5,7.3,2.7
Nina,5.8,2.4,0.2,5.9,2.7
Mortdecai,5.5,3.0,1.1,3.5,2.7
Beverly Hills Ninja,5.5,5.3,1.4,6.1,2.7
I Spit on Your Grave,5.5,4.0,5.1,6.1,2.7
Vampire in Brooklyn,4.6,3.1,1.2,7.6,2.7
The Darkness,8.4,1.9,0.3,2.4,2.7
Coyote Ugly,5.7,7.1,2.3,5.8,2.7
The Women,7.7,3.7,1.4,4.7,2.7
Playing for Keeps,4.4,4.1,0.4,5.8,2.7
Let's Go to Prison,5.9,4.8,1.3,6.0,2.7
Taxi,6.6,7.3,10.0,4.8,2.7
Summer School,6.1,5.8,5.6,6.8,2.7
The Musketeer,4.7,3.3,1.1,5.8,2.7
Dead Man on Campus,6.0,5.5,1.5,7.6,2.7
Norbit,4.2,5.3,0.9,4.5,2.7
Child's Play 3,5.2,3.7,2.1,8.2,2.7
Simply Irresistible,5.2,5.4,1.6,7.7,2.7
Terminal,4.7,3.6,2.0,5.0,2.7
Little Fockers,5.5,3.4,0.9,7.4,2.7
Twisted,4.7,3.1,0.2,1.9,2.6
Little Man,5.6,5.5,1.2,5.0,2.6
War Room,7.2,8.7,3.4,5.5,2.6
Because I Said So,5.9,6.5,0.4,3.2,2.6
Dolittle,7.8,7.6,1.5,5.3,2.6
Babylon A.D.,5.5,2.6,0.7,5.6,2.6
Boxing Helena,4.7,3.5,1.7,6.3,2.6
Basic Instinct 2,4.4,2.6,0.6,2.9,2.6
Tideland,6.3,6.4,2.9,6.6,2.6
Phantoms,5.4,2.7,1.3,7.6,2.6
Silver Bullet,6.4,5.6,4.1,7.0,2.6
Taken 3,6.0,4.3,1.3,4.7,2.6
Hell Ride,5.0,3.0,1.0,8.2,2.5
License to Wed,5.2,5.3,0.7,4.6,2.5
American Outlaws,5.9,6.7,1.4,6.1,2.5
Drowning Mona,5.7,4.6,2.9,7.6,2.5
Patch Adams,6.8,7.3,2.1,6.6,2.5
Cobra,6.4,4.3,1.8,7.3,2.5
Sorority Boys,5.4,5.4,1.2,6.6,2.5
Spy Hard,5.3,3.1,0.7,5.3,2.5
Drop Dead Fred,5.9,7.7,1.1,5.1,2.5
A Cinderella Story,5.9,5.3,1.2,6.7,2.5
When in Rome,6.6,4.1,1.7,5.0,2.5
Stealing Harvard,5.1,3.9,0.9,1.6,2.5
R.I.P.D.,5.6,3.8,1.2,4.7,2.5
Obsessed,6.6,4.6,1.9,5.7,2.5
Jason X,4.4,2.5,1.9,7.4,2.5
Dragonfly,5.1,6.2,0.7,5.9,2.5
Rings,4.8,2.3,0.8,4.0,2.5
Welcome to the Jungle,7.4,2.0,2.2,4.0,2.5
Encino Man,5.8,5.6,1.5,6.9,2.5
Smiley,6.6,3.0,1.7,3.2,2.5
Wrong Cops,5.9,4.2,5.5,6.1,2.5
Revolver,7.0,5.6,1.5,7.2,2.5
Strange Magic,7.0,5.2,1.8,5.1,2.5
Double Take,4.4,5.0,1.2,7.6,2.5
Abduction,5.0,4.2,0.5,4.6,2.5
Enough,5.8,6.7,2.2,8.6,2.5
Walk of Shame,6.9,3.7,1.5,4.8,2.5
Savannah,5.6,3.6,1.3,5.6,2.5
Gods of Egypt,5.4,3.7,1.5,4.6,2.5
Apollo 18,3.0,2.3,2.4,4.9,2.4
Autumn in New York,5.6,5.4,1.9,7.4,2.4
The Loft,7.4,3.7,1.4,3.6,2.4
London,7.3,6.0,1.4,7.9,2.4
Superman IV: The Quest for Peace,3.7,1.6,1.0,2.8,2.4
Piranha 3DD,3.8,2.2,1.2,4.1,2.4
Cyborg,5.0,3.1,2.2,5.0,2.4
Maximum Overdrive,5.4,5.0,1.5,6.4,2.4
Gotti,7.2,8.2,6.0,4.5,2.4
Mr. Deeds,5.8,5.9,2.2,7.0,2.4
Kazaam,3.1,2.0,0.5,5.8,2.4
Highlander,7.0,7.9,7.1,7.7,2.4
Stay Alive,5.0,5.5,1.0,7.4,2.4
Godsend,4.8,2.0,0.4,6.0,2.4
Hollow Man,5.8,2.8,2.6,4.9,2.4
Alvin and the Chipmunks: Chipwrecked,4.3,5.1,1.2,3.8,2.4
Return to Sender,5.6,2.3,1.4,3.3,2.3
Deuce Bigalow: European Gigolo,4.7,3.3,0.9,4.6,2.3
Music,5.7,1.4,0.7,,7.2
The Snowman,8.2,8.0,8.0,4.0,2.3
Jack and Jill,2.2,3.6,0.3,2.3,2.3
Couples Retreat,5.5,3.9,1.0,5.7,2.3
Bats,4.0,1.4,1.8,7.4,2.3
Ready to Rumble,5.3,5.2,2.2,8.3,2.3
Underworld: Blood Wars,5.7,4.9,2.1,5.4,2.3
Darkness Falls,5.5,3.4,0.9,6.7,2.3
Beautiful,7.7,5.5,1.6,2.0,2.3
Speed 2: Cruise Control,3.9,1.6,0.4,2.6,2.3
The Cobbler,6.3,3.6,1.0,5.1,2.3
"Big Mommas: Like Father, Like Son",4.4,5.8,0.5,5.5,2.2
Vanquish,7.5,2.2,0.5,1.1,2.2
Saving Silverman,5.8,5.1,1.9,6.6,2.2
Search Party,6.7,3.2,1.0,4.5,2.2
Spies Like Us,6.4,5.6,3.2,7.1,2.2
Congo,5.3,2.9,2.0,5.9,2.2
Jawbreaker,5.7,5.5,1.4,8.7,2.2
Twelve,6.7,3.2,0.3,5.7,2.2
Blame It on Rio,5.8,4.0,0.8,8.8,2.2
Barefoot,7.1,4.5,1.7,5.3,2.2
Take,5.8,4.1,4.5,6.6,2.2
One for the Money,8.2,4.2,0.2,4.8,2.2
Say It Isn't So,5.0,3.1,0.8,1.9,2.1
Molly,6.6,5.3,1.4,8.4,2.1
Cabin Boy,5.3,4.2,4.8,4.9,2.1
The Body,5.3,4.4,1.3,6.3,2.1
Mannequin,7.0,5.5,2.0,7.3,2.1
I Still Know What You Did Last Summer,4.7,2.9,0.7,5.0,2.1
Geostorm,5.7,3.5,1.7,4.2,2.1
Dirty Grandpa,5.9,4.4,1.0,4.0,2.1
211,4.4,1.0,0.4,3.4,2.1
Killers,2.3,6.4,7.3,3.9,2.1
The Order,4.6,2.8,1.3,1.1,2.1
The Clapper,6.7,3.3,2.3,6.0,2.1
Summer Catch,5.1,4.0,0.8,3.0,2.1
Hellraiser: Bloodline,5.1,3.6,2.4,7.0,2.1
3000 Miles to Graceland,6.0,4.6,1.4,3.2,2.1
Highlander: Endgame,4.6,3.8,1.1,5.8,2.1
Saw V,5.8,5.2,1.3,5.7,2.0
Expelled: No Intelligence Allowed,3.7,6.8,1.1,3.5,2.0
Son of the Mask,2.3,1.6,0.6,5.5,2.0
Joe Dirt,6.0,6.3,0.9,7.7,2.0
Whatever It Takes,6.7,4.5,1.6,6.8,2.0
Looker,6.1,4.1,3.2,5.8,2.0
Corky Romano,4.7,3.9,0.7,7.3,2.0
Showgirls,5.0,3.7,2.3,3.1,2.0
Vegas Vacation,5.9,5.1,1.6,7.4,2.0
Old Dogs,8.0,4.4,0.5,5.0,1.9
Good Luck Chuck,5.6,5.7,0.5,4.2,1.9
Lost & Found,5.1,3.3,7.3,6.3,1.9
Halloween: Resurrection,3.9,2.5,1.0,5.2,1.9
Surviving Christmas,5.4,3.0,0.8,7.3,1.9
Species II,4.5,1.8,0.9,5.7,1.9
Polar,6.0,6.9,1.8,6.4,1.9
Valentine,6.0,3.3,1.1,8.3,1.8
Ultraviolet,4.9,3.0,0.9,3.1,1.8
Gigli,2.6,1.3,0.6,4.8,1.8
Company Man,5.2,4.4,1.4,7.2,1.8
Swept Away,7.5,2.8,0.5,5.2,1.8
Hush,5.4,3.7,5.0,6.6,1.8
Serving Sara,5.3,2.6,0.4,2.4,1.8
Death Wish 3,5.8,5.4,1.1,3.8,1.8
Movie 43,7.0,2.4,0.4,3.1,1.8
Boat Trip,4.9,3.6,0.7,3.3,1.8
Mr. Magoo,4.0,2.4,1.0,4.7,1.8
See No Evil,6.6,5.0,0.9,6.0,1.7
Material Girls,3.9,4.4,0.4,4.3,1.7
Hudson Hawk,5.7,5.6,3.1,5.3,1.7
Extreme Ops,4.4,2.8,0.7,2.8,1.7
Armed and Dangerous,5.7,3.9,1.0,6.3,1.7
Leprechaun,4.8,3.2,2.7,7.5,1.7
Bless the Child,5.1,4.3,0.3,4.1,1.7
Epic Movie,2.4,2.9,0.2,2.3,1.7
I Know Who Killed Me,3.6,2.6,0.9,3.1,1.6
Lost Souls,6.3,2.2,0.8,2.0,1.6
Weekend at Bernie's II,4.8,4.1,1.0,3.5,1.6
Urban Legends: Final Cut,4.4,2.0,0.9,3.3,1.6
Half Baked,6.6,8.1,2.8,7.8,1.6
Billy Madison,6.3,7.9,4.1,5.0,1.6
Deuces Wild,5.6,5.1,0.3,7.8,1.6
Beverly Hills Cop III,5.5,3.5,1.1,5.9,1.6
Harlem Nights,6.1,8.0,2.7,8.4,1.6
Shanghai Surprise,3.2,1.5,2.0,6.4,1.6
House of the Dead,2.1,1.0,0.3,1.5,1.5
Carpool,5.1,4.0,1.3,5.8,1.5
Evidence,7.3,2.8,0.6,4.9,1.4
What Love Is,5.2,5.5,1.5,7.5,1.4
Mixed Nuts,4.4,4.7,1.3,4.7,1.4
Kung Pow: Enter the Fist,6.2,6.9,1.3,8.5,1.4
Friday the 13th Part VIII: Jason Takes Manhattan,4.5,2.7,1.1,7.0,1.4
From Justin to Kelly,1.9,3.9,0.8,2.5,1.4
Glitter,6.5,4.8,0.6,1.7,1.4
Dungeons & Dragons,8.0,2.0,1.0,4.8,1.4
Daddy Day Camp,3.2,3.8,0.1,2.0,1.3
Freddy Got Fingered,4.6,5.6,1.1,5.7,1.3
Paul Blart: Mall Cop 2,4.4,3.3,0.6,2.6,1.3
Down to You,5.0,4.9,0.3,5.4,1.3
Strange Wilderness,7.2,3.5,0.2,5.1,1.2
Cocktail,5.9,5.8,0.9,2.5,1.2
The Emoji Movie,3.4,3.7,0.6,2.1,1.2
Slackers,5.3,5.0,1.0,3.8,1.2
King's Ransom,5.5,3.2,0.2,1.4,1.1
Date Movie,2.8,3.5,0.7,2.9,1.1
Nine Lives,7.2,6.7,7.6,3.0,1.1
Whipped,4.4,3.2,1.3,1.7,1.0
Halloween: The Curse of Michael Myers,4.7,3.7,0.9,7.6,1.0
Saturn 3,5.1,3.0,2.9,3.8,0.9
Alone in the Dark,6.8,1.1,0.1,1.7,0.9
Meet the Spartans,2.8,2.5,0.2,2.8,0.9
Miss March,5.0,3.0,0.5,4.3,0.7
Screwed,6.0,4.8,1.0,8.1,0.7
Caddyshack II,3.8,1.7,0.4,6.4,0.7
Baby Geniuses,2.6,2.4,0.2,3.2,0.6
Bio-Dome,4.4,5.1,0.4,7.5,0.1
Chaos,6.7,6.2,7.1,2.5,0.1
